id,question_type,question_text,subject,grade,grade_level,region,topic,subtopic,learning_objective,blooms_level,difficulty_level,difficulty_rating,options,explanation,generation_metadata,created_at,updated_at,rownumber,summary
118583,mcq,"Choose the correct result for this puppy treat check. The sum 47 + 26 was written as 64. Using the digit-sum trick and the real total, which answer should be chosen instead?",math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,analyze,hard,3.0,"[{""text"":""64, because 4+7+2+6 makes 19 and 1+9 makes 10"",""correct"":false},{""text"":""73, because the digit-sum check matches and 47 + 26 really is 73"",""correct"":true},{""text"":""71, because 7+1 makes 8 like the left side"",""correct"":false},{""text"":""74, because 4+7+2+6 makes 19 and 1+9 makes 9"",""correct"":false}]","Nice checking! Left side digit sum is 4+7+2+6=19, then 1+9=10, then 1. The real sum is 73, and 7+3=10, then 1. So 73 is the good choice.","{""focus"":""multi_constraint_problem"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""questionType"":""mcq"",""questionNumber"":""Q191"",""learning_objective"":""Students can explain and apply a Vedic shortcut to check sums""}",2026-05-21T11:18:07.872Z,2026-05-21T11:18:08.064Z,1552,mcq for Vedic Mathematics
68042,fitb,"In 21 + 16 = 37, 3 + 7 makes ____.",math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,remember,easy,1.0,[],The digits in 37 are 3 and 7. 3 + 7 = 10.,"{""hint"":null,""answer"":""10"",""caseSensitive"":false,""acceptableAnswers"":[""10""]}",2026-05-21T11:01:09.891Z,2026-05-21T11:01:10.010Z,1553,fitb for Vedic Mathematics
65921,fitb,18 + 11 = 30 is ____ by the shortcut.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,analyze,medium,3.0,[],"The digit sum of 18 is 1+8=9. The digit sum of 11 is 1+1=2. Then 9+2=11, and 1+1=2. The digit sum of 30 is 3+0=3. Since 2 and 3 do not match, the sum is wrong.","{""hint"":""Compare the digit sum of both sides."",""answer"":""wrong"",""caseSensitive"":false,""acceptableAnswers"":[""wrong"",""not correct"",""incorrect""]}",2026-05-21T11:00:29.502Z,2026-05-21T11:00:29.687Z,1554,fitb for Vedic Mathematics
65918,fitb,Orange 21 plus grape 16 gives 37. The check says ____.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,understand,medium,3.0,[],"The digit sum of 21 is 2+1=3. The digit sum of 16 is 1+6=7. Then 3+7=10, and 1+0=1. The digit sum of 37 is 3+7=10, and 1+0=1. They match, so the check says correct.","{""hint"":null,""answer"":""correct"",""caseSensitive"":false,""acceptableAnswers"":[""correct"",""right""]}",2026-05-21T11:00:29.500Z,2026-05-21T11:00:29.691Z,1555,fitb for Vedic Mathematics
65925,fitb,13 + 18 should have the same check as ____.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,analyze,hard,4.0,[],"The digit sum of 13 is 1+3=4. The digit sum of 18 is 1+8=9. Then 4+9=13, and 1+3=4. The sum 31 has digit sum 3+1=4, so it has the same check. Also 13+18=31.","{""hint"":""Add 13 and 18, then check the digits."",""answer"":""31"",""caseSensitive"":false,""acceptableAnswers"":[""31""]}",2026-05-21T11:00:29.645Z,2026-05-21T11:00:29.855Z,1556,fitb for Vedic Mathematics
107590,drag_drop,Drag each choice into the correct group: A toy box has 8 rows of 4 cars. Choose the total number of cars.,math,,grade 1,global,Vedic Mathematics,Number Patterns & Shortcuts,Students can apply a Vedic shortcut to multiply single-digit numbers,apply,easy,1.0,[],Super! 8 rows of 4 means 8 × 4 = 32 cars.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""12""},{""id"":""item_2"",""label"":""32""},{""id"":""item_3"",""label"":""28""},{""id"":""item_4"",""label"":""24""}],""targets"":[{""id"":""target_1"",""label"":""Correct answer""},{""id"":""target_2"",""label"":""Not correct""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_2""}],""scoringGuidance"":""Super! 8 rows of 4 means 8 × 4 = 32 cars.""}",2026-05-21T11:14:21.900Z,2026-05-21T11:14:22.063Z,1557,drag_drop for Vedic Mathematics
65954,drag_drop,Some boxes are started. Finish the match by digit sum check.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,apply,medium,3.0,[],"13+16 has check 1+3+1+6=11, then 2. 15+12 has check 1+5+1+2=9. Drag each card to the matching box.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""🪙 13+16""},{""id"":""item_2"",""label"":""💎 15+12""},{""id"":""item_3"",""label"":""🔑 14+23""},{""id"":""item_4"",""label"":""🗺️ 20+17""}],""labels"":{""end"":null,""start"":null,""instruction"":""Match each card to the check box.""},""targets"":[{""id"":""target_1"",""label"":""Check 2""},{""id"":""target_2"",""label"":""Check 9""},{""id"":""target_3"",""label"":""Check 1""},{""id"":""target_4"",""label"":""Check 8""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}]}",2026-05-21T11:00:30.267Z,2026-05-21T11:00:30.461Z,1558,drag_drop for Vedic Mathematics
65956,drag_drop,Use the Vedic check to sort these toy sums. Look for matching and not matching checks.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,evaluate,hard,5.0,[],"11+16=27 passes because left check is 1+1+1+6=9 and right check is 2+7=9. 23+14=36 fails because left check is 2+3+1+4=10, then 1, but right check is 9.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""⚽ 11+16=27""},{""id"":""item_2"",""label"":""🧱 23+14=36""},{""id"":""item_3"",""label"":""🧸 12+18=30""},{""id"":""item_4"",""label"":""🚂 14+13=28""}],""labels"":{""end"":null,""start"":null,""instruction"":""Drag each toy to the box it fits.""},""targets"":[{""id"":""target_1"",""label"":""Matching check""},{""id"":""target_2"",""label"":""Not matching check""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T11:00:30.413Z,2026-05-21T11:00:30.560Z,1559,drag_drop for Vedic Mathematics
65952,drag_drop,Find which box each toy belongs in by the digit sum check number.,math,,grade 1,global,Vedic Mathematics,Mental Addition Tricks,Students can explain and apply a Vedic shortcut to check sums,analyze,hard,4.0,[],"17+10=27 has check 1+7+1+0=9, so it goes to check 9. 13+16=29 has check 1+3+1+6=11, then 2, so it goes to check 2.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""⚽ 17+10=27""},{""id"":""item_2"",""label"":""🧱 13+16=29""},{""id"":""item_3"",""label"":""🧸 12+14=26""},{""id"":""item_4"",""label"":""🚂 21+15=36""}],""labels"":{""end"":null,""start"":null,""instruction"":""Place each toy card under its final check.""},""targets"":[{""id"":""target_1"",""label"":""Check 9""},{""id"":""target_2"",""label"":""Check 2""},{""id"":""target_3"",""label"":""Check 8""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_1""}]}",2026-05-21T11:00:30.274Z,2026-05-21T11:00:30.458Z,1560,drag_drop for Vedic Mathematics
3355,mcq,Choose the equation that matches 7 groups of 3 lollipops.,math,,grade 2,global,Vedic Mathematics,Multiplication Shortcuts,Students can apply a Vedic shortcut to multiply numbers near 10,understand,easy,1.0,"[{""text"":""7 × 3 = 21"",""correct"":true},{""text"":""7 × 3 = 24"",""correct"":false},{""text"":""3 × 3 = 9"",""correct"":false},{""text"":""7 + 3 = 10"",""correct"":false}]","Great job! 7 groups of 3 means 7 × 3, and that equals 21.","{""focus"":""multiplication"",""grade"":2,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Multiplication Shortcuts"",""questionType"":""mcq"",""questionNumber"":""Q75"",""learning_objective"":""Students can apply a Vedic shortcut to multiply numbers near 10""}",2026-05-21T10:24:43.965Z,2026-05-21T10:24:44.068Z,1561,mcq for Vedic Mathematics
256,mcq,Look at this quick check: 11 x 3 = 33. Decide if the digit sums match.,math,,grade 2,global,Vedic Mathematics,Quick Calculation Tricks,Students can verify answers using a Vedic digit-sum check method,understand,easy,1.0,"[{""text"":""Yes, they match."",""correct"":true},{""text"":""No, they do not match."",""correct"":false},{""text"":""Only 11 and 33 match."",""correct"":false},{""text"":""Only 3 and 33 match."",""correct"":false}]","Super work! 11 has digit sum 1 + 1 = 2. Then 2 x 3 = 6, and 33 has digit sum 3 + 3 = 6. They match!","{""focus"":""addition"",""grade"":2,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Quick Calculation Tricks"",""questionType"":""mcq"",""questionNumber"":""Q4"",""learning_objective"":""Students can verify answers using a Vedic digit-sum check method""}",2026-05-21T10:21:58.962Z,2026-05-21T10:21:59.197Z,1562,mcq for Vedic Mathematics
3291,mcq,Compare 9 × 6 and 10 × 6. Decide which comparison is correct.,math,,grade 2,global,Vedic Mathematics,Multiplication Shortcuts,Students can apply a Vedic shortcut to multiply numbers near 10,analyze,easy,1.0,"[{""text"":""9 × 6 is 6 less than 10 × 6"",""correct"":true},{""text"":""9 × 6 is 1 less than 10 × 6"",""correct"":false},{""text"":""9 × 6 is 6 more than 10 × 6"",""correct"":false},{""text"":""9 × 6 is equal to 10 × 6"",""correct"":false}]","Nice job! 10 × 6 = 60 and 9 × 6 = 54, so it is 6 less.","{""focus"":""multiplication"",""grade"":2,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Multiplication Shortcuts"",""questionType"":""mcq"",""questionNumber"":""Q9"",""learning_objective"":""Students can apply a Vedic shortcut to multiply numbers near 10""}",2026-05-21T10:24:40.164Z,2026-05-21T10:24:40.229Z,1563,mcq for Vedic Mathematics
282,mcq,"Choose the equation that matches this digit-sum check: first number → 8, second number → 6, and the answer also → 5 because 8 + 6 = 14 and 14 → 5.",math,,grade 2,global,Vedic Mathematics,Quick Calculation Tricks,Students can verify answers using a Vedic digit-sum check method,apply,medium,2.0,"[{""text"":""17 + 24 = 41"",""correct"":false},{""text"":""35 + 24 = 59"",""correct"":true},{""text"":""26 + 33 = 59"",""correct"":false},{""text"":""44 + 12 = 56"",""correct"":false}]","You got it! 35 → 8, 24 → 6, and 59 → 14 → 5. That matches the digit-sum check exactly.","{""focus"":""operation_reasoning"",""grade"":2,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Quick Calculation Tricks"",""questionType"":""mcq"",""questionNumber"":""Q35"",""learning_objective"":""Students can verify answers using a Vedic digit-sum check method""}",2026-05-21T10:22:00.342Z,2026-05-21T10:22:00.432Z,1564,mcq for Vedic Mathematics
283,mcq,"A class makes 27 paper flowers in each row. There are 3 rows. Use the digit-sum check by first finding the digit sum of 27, multiplying by 3, and reducing again. Which answer has the same single-digit digit sum?",math,,grade 2,global,Vedic Mathematics,Quick Calculation Tricks,Students can verify answers using a Vedic digit-sum check method,apply,medium,2.0,"[{""text"":""80"",""correct"":false},{""text"":""81"",""correct"":true},{""text"":""82"",""correct"":false},{""text"":""83"",""correct"":false}]","First find the digit sum of 27: 2 + 7 = 9. Then 9 × 3 = 27, and 2 + 7 = 9 again. So we need an answer with single-digit digit sum 9. 81 → 8 + 1 = 9, so it matches. 80 → 8, 82 → 10 → 1, and 83 → 11 → 2, so those do not match.","{""focus"":""multi_step_application"",""grade"":2,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Quick Calculation Tricks"",""questionType"":""mcq"",""questionNumber"":""Q36"",""learning_objective"":""Students can verify answers using a Vedic digit-sum check method""}",2026-05-21T10:22:00.371Z,2026-05-21T10:22:00.438Z,1565,mcq for Vedic Mathematics
3462,mcq,Compare the two snack answers for 8 × 5. One way gives first part 3 and last part 10. Another way says first part 3 and last part 1. Pick the correct judgment.,math,,grade 2,global,Vedic Mathematics,Multiplication Shortcuts,Students can apply a Vedic shortcut to multiply numbers near 10,evaluate,hard,3.0,"[{""text"":""The first way is correct because 3 tens and 10 ones make 40"",""correct"":true},{""text"":""The second way is correct because 10 ones should be written as 1"",""correct"":false},{""text"":""Both ways are correct because 10 and 1 mean the same thing here"",""correct"":false},{""text"":""Neither way is correct because 8 × 5 is 35"",""correct"":false}]","Great careful checking! The last part is 5 × 2 = 10, not 1. So the answer becomes 40.","{""focus"":""compare_methods"",""grade"":2,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Multiplication Shortcuts"",""questionType"":""mcq"",""questionNumber"":""Q174"",""learning_objective"":""Students can apply a Vedic shortcut to multiply numbers near 10""}",2026-05-21T10:24:49.554Z,2026-05-21T10:24:49.640Z,1566,mcq for Vedic Mathematics
312,mcq,"A toy shop checks 38 × 6 = 228 with the digit-sum trick. One part of the work says: 3 + 8 = 11, so use 11 × 6 = 66, and 6 + 6 = 12, so the check number is 12. Pick the first mistake.",math,,grade 2,global,Vedic Mathematics,Quick Calculation Tricks,Students can verify answers using a Vedic digit-sum check method,analyze,hard,3.0,"[{""text"":""The mistake is using 3 + 8. It should be 3 × 8."",""correct"":false},{""text"":""The mistake is keeping 11 instead of changing 11 to 2 first."",""correct"":true},{""text"":""The mistake is checking the left side before the right side."",""correct"":false},{""text"":""The mistake is changing 66 to 12."",""correct"":false}]","You’re doing super! In this trick, 38 becomes 3 + 8 = 11, then 1 + 1 = 2. That is the first missed step. After that, 2 × 6 = 12, then 1 + 2 = 3. Great careful thinking!","{""focus"":""find_the_error"",""grade"":2,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Quick Calculation Tricks"",""questionType"":""mcq"",""questionNumber"":""Q63"",""learning_objective"":""Students can verify answers using a Vedic digit-sum check method""}",2026-05-21T10:22:01.932Z,2026-05-21T10:22:02.011Z,1567,mcq for Vedic Mathematics
